Project_ID,Year,Municipality,Target_Seedlings,Planted_Seedlings,Survival_Rate,Funding_PHP,Rainfall_mm,Temperature_C,Monitoring_Visits,Soil_Type,Pest_Incidents,Fire_Incidents,Project_Status
P0248,2018,San Francisco,1382,1450,0.12785482329622588,393496,2305,29.354886210972097,0,Silt,3,1,Failed
P0249,2016,Lingig,5261,4651,0.36521643050647357,496203,1169,33.17145808911867,2,Clay,2,1,Failed
P0250,2018,Bislig,6367,5833,0.3114594439402463,361868,300,31.228531890888817,0,Peat,7,1,Failed
P0251,2025,San Francisco,7463,5340,0.8300240469436571,1696457,2263,24.441949424845177,12,Silt,0,2,Successful
P0252,2015,Trento,7666,6361,0.7266399693560833,961334,2314,31.06156933019311,11,Loam,0,1,Successful
P0253,2020,Barobo,8429,6042,0.4909149818338267,133819,1881,33.878113166069326,0,Silt,9,1,Failed
P0254,2015,Hinatuan,5847,6663,0.6923226218788155,2325018,2837,29.705716231498037,5,Loam,1,0,Successful
P0255,2024,Trento,7769,6383,0.9512040284017893,644589,2782,25.59603033740945,2,Silt,0,0,Successful
P0256,2020,Cagwait,8625,8441,0.34028361882060865,285639,2155,27.73496511410648,8,Peat,3,2,Moderate
P0257,2015,Lingig,2954,2125,0.3808678090379648,262737,2517,30.363568043514398,0,Silt,7,3,Failed
P0258,2020,Loreto,4994,5160,0.6070516819031948,290341,1088,26.740724001671417,2,Silt,3,3,Moderate
P0259,2024,Rosario,2446,2107,0.4545331518470942,416951,2302,32.73086643115801,4,Peat,0,0,Moderate
P0260,2022,Lingig,3308,3800,0.8224393937861013,1326583,2775,27.86081617931509,11,Loam,0,0,Successful
P0261,2025,Veruela,7142,8170,0.703542240371219,744025,1256,21.741629882231607,7,Peat,2,0,Moderate
P0262,2016,Lanuza,4325,3730,0.05,160840,898,30.84838953189055,0,Clay,3,2,Failed
P0263,2016,Lanuza,4036,4643,0.8302744807490815,696526,1952,26.629606507956716,6,Silt,0,1,Successful
P0264,2018,Veruela,6568,7868,0.2508075015603908,1306287,1603,28.312683609703882,2,Clay,2,0,Moderate
P0265,2025,Bunawan,4302,4786,0.18480692750675087,429160,2252,29.078451585535753,0,Peat,4,1,Failed
P0266,2017,Cagwait,5199,5835,0.7454999637881135,2500000,1631,30.517616041516717,0,Peat,3,0,Moderate
P0267,2018,Rosario,2470,2036,0.48018615599295356,1419010,1486,31.299219446383454,7,Sandy,2,0,Moderate
P0268,2021,San Francisco,6306,6232,0.40913440427092335,1379756,1633,29.207632905646634,26,Clay,4,1,Moderate
P0269,2025,Bunawan,6642,4872,0.7602062271015319,354391,3071,26.651722032154602,14,Sandy,0,0,Successful
P0270,2015,Lianga,3319,2480,0.98,1844078,2407,27.396656987977074,13,Clay,1,0,Successful
P0271,2020,Veruela,9594,11507,0.06356448539115633,287175,1692,30.04899904144407,0,Sandy,2,5,Failed
P0272,2017,San Francisco,864,745,0.17281661237049176,202683,1733,27.99392490033791,2,Sandy,5,0,Failed
P0273,2025,Lanuza,4758,5110,0.5296404356451477,336941,2575,31.447321621428088,8,Clay,2,3,Failed
P0274,2024,Talacogon,3619,3992,0.5800783280952826,601585,1350,31.150105809651166,0,Peat,5,1,Failed
P0275,2021,Cortes,2363,2667,0.537588253085166,836666,2789,32.35110309944169,16,Loam,3,3,Moderate
P0276,2024,Loreto,615,737,0.401313675696803,297592,2126,31.638374450721187,8,Peat,3,2,Moderate
P0277,2016,Lanuza,7584,6224,0.6134180902532823,516001,1703,28.285812706024675,0,Loam,5,0,Failed
P0278,2016,Rosario,8516,6133,0.7413330870099036,354464,3500,30.550745936272413,1,Clay,5,0,Moderate
P0279,2018,Hinatuan,2884,2611,0.631473638531468,672644,1366,26.12261654226382,7,Silt,4,0,Moderate
P0280,2015,Trento,4435,3392,0.2062636711487612,240516,1587,31.739830252352125,1,Peat,8,0,Failed
P0281,2017,Cortes,8242,5861,0.31313589228267485,255236,1060,28.70846450309973,1,Sandy,6,4,Failed
P0282,2023,Cortes,5942,5230,0.763963991895517,1847539,2971,24.941866941561038,7,Peat,0,0,Successful
P0283,2021,Talacogon,2990,3264,0.8130851304615578,458413,3413,28.20011335674351,5,Clay,1,1,Successful
P0284,2021,Loreto,7480,7353,0.9251001438131337,2500000,3401,20.81358217961465,6,Silt,2,0,Successful
P0285,2025,Barobo,9634,8250,0.6555300449364885,155885,2734,24.12256106398693,5,Silt,2,0,Moderate
P0286,2018,Loreto,8161,8382,0.6722623923015242,640397,2281,27.056270290564292,3,Peat,2,0,Successful
P0287,2016,Lianga,2224,1814,0.7151795740023446,756627,1780,28.706104416587106,5,Peat,4,0,Moderate
P0288,2018,Lianga,8682,6139,0.5875758568015786,892380,997,27.576703074604527,1,Peat,1,1,Moderate
P0289,2020,Bislig,3267,3535,0.8487065795858917,938562,3621,23.551409253206003,9,Clay,2,0,Successful
P0290,2025,Lanuza,1637,1656,0.7259849031134324,546116,2281,26.455270394653738,8,Loam,0,2,Moderate
P0291,2025,Lanuza,4617,4991,0.668841975048645,1397425,2104,28.478023318093484,12,Loam,1,1,Successful
P0292,2017,Lanuza,3920,2820,0.7764174421293537,848431,3196,28.954454426570905,2,Sandy,0,1,Successful
P0293,2015,Bislig,6345,7097,0.2455963628097099,847940,1216,29.95944220601015,1,Clay,7,0,Failed
P0294,2022,Cagwait,5278,5329,0.6232140574634544,1957008,2643,30.39208445259247,3,Silt,2,0,Successful
P0295,2019,Bunawan,4406,4325,0.814670997760492,2009311,2296,28.493492558648086,12,Sandy,3,0,Successful
P0296,2019,Hinatuan,4137,4187,0.8513867861901309,279465,2383,26.63136086510447,8,Silt,3,0,Moderate
P0297,2025,Hinatuan,3453,3909,0.06238911576919459,281824,1761,29.298744866470958,4,Silt,7,5,Failed
P0298,2018,Loreto,6429,6387,0.776771938895053,804232,1529,23.992834606980363,7,Peat,2,0,Successful
P0299,2020,Talacogon,776,768,0.6268651522089729,271716,2045,28.229652524021457,1,Silt,4,2,Moderate
P0300,2017,Rosario,2499,2987,0.7923078201656182,1343402,3029,30.280251548053347,7,Silt,0,0,Successful
P0301,2023,Loreto,1727,1862,0.768687194748426,670422,2382,29.21322521177742,15,Clay,0,0,Successful
P0302,2019,Lianga,6837,6297,0.39409403638650115,942846,2465,32.0050233147978,4,Peat,5,2,Moderate
P0303,2017,Cortes,4235,4462,0.5779344091528197,259543,1372,27.74278689050252,4,Peat,5,0,Moderate
P0304,2025,San Francisco,1195,1069,0.45918832275808885,2167681,1984,31.865249486285645,3,Sandy,2,0,Moderate
P0305,2015,Lingig,4652,3788,0.2872093954025737,293796,1625,28.016739433880076,4,Peat,4,0,Moderate
P0306,2024,Trento,8401,8387,0.4872429108719223,349797,2248,33.678962706424734,1,Loam,6,3,Failed
P0307,2020,Bislig,7970,9277,0.6650062983810452,1048139,2018,28.44535813139469,4,Clay,3,0,Moderate
P0308,2016,Veruela,8037,9359,0.785166097685108,653739,2814,29.26807843451069,8,Sandy,1,0,Successful
P0309,2017,San Francisco,3341,2909,0.35207045634879836,560712,2452,33.68778091077464,1,Loam,8,3,Failed
P0310,2015,Rosario,4708,4537,0.8874318012715562,398300,2814,27.016430928546985,16,Silt,0,0,Successful
P0311,2023,Lanuza,9233,7440,0.5769207588133699,1756650,2163,29.045972468860434,9,Loam,2,0,Moderate
P0312,2022,Lianga,1588,1902,0.8704017554761314,1025817,1801,30.722158563015757,3,Sandy,3,0,Successful
P0313,2016,Lingig,3863,4599,0.750251779912615,641011,2398,27.16749209017484,7,Peat,3,0,Successful
P0314,2025,Barobo,524,536,0.5036777234003526,241219,1480,26.6977692937346,0,Clay,5,4,Failed
P0315,2022,Lianga,6644,7323,0.36491000163057574,542540,1593,35.357517636462276,0,Sandy,1,1,Failed
P0316,2023,Lianga,6168,6522,0.5732862332327049,368552,1775,27.32558883915716,3,Loam,2,0,Moderate
P0317,2015,Lanuza,4736,4719,0.39759266935455617,326710,1412,28.896890127343855,5,Loam,1,4,Moderate
P0318,2019,Veruela,8568,6226,0.808695585430171,854696,1225,30.39001667362782,3,Sandy,0,0,Successful
P0319,2022,Bislig,2735,2536,0.696804508250555,414012,1999,25.978765240671997,19,Sandy,0,0,Successful
P0320,2025,San Francisco,7795,8086,0.7161717273471506,2500000,2516,24.980330216944676,10,Sandy,1,0,Successful
P0321,2016,Lanuza,8892,9236,0.4521549246020655,373480,1191,29.13434324193708,10,Peat,2,0,Moderate
P0322,2018,Rosario,8948,7932,0.42205180817209303,1081042,2009,24.017309005219026,3,Sandy,4,2,Moderate
P0323,2021,Bislig,4247,4972,0.8049725683620355,668946,3140,27.7802348078302,14,Silt,3,0,Moderate
P0324,2017,Rosario,3675,2880,0.9131339061988404,477921,3013,28.112596660788515,7,Clay,2,0,Successful
P0325,2019,Bislig,5397,5128,0.5888514503001966,297062,2786,29.32512025793709,4,Clay,7,4,Failed
P0326,2022,Veruela,5537,5788,0.4032525976533324,1041760,2234,24.641372642035634,0,Silt,1,1,Moderate
P0327,2024,Trento,7927,8311,0.5585504499893071,494813,2700,32.48544489051003,3,Loam,2,0,Moderate
P0328,2017,Rosario,9105,9326,0.39477908497550857,1433514,1565,28.758845384872938,9,Loam,3,0,Moderate
P0329,2018,Lanuza,2514,2105,0.46651661473635236,1253483,1613,32.07788029440435,1,Loam,5,3,Moderate
P0330,2023,Bislig,1881,1463,0.6881873016583425,2083655,756,26.849909374548886,11,Loam,2,0,Successful
P0331,2021,Hinatuan,1598,1626,0.9039584006441562,711652,3111,25.29997004577309,8,Peat,0,1,Successful
P0332,2015,Lianga,3926,3924,0.2645278450657536,143111,2724,30.6729523006379,2,Silt,7,1,Failed
P0333,2018,Cagwait,4155,3281,0.8868379333694016,632672,2068,26.96053218417945,3,Clay,2,0,Successful
P0334,2018,Loreto,8438,8881,0.8404120889588518,1181979,2247,24.555596355021606,5,Silt,1,0,Successful
P0335,2023,Barobo,9601,8905,0.98,1553665,1947,31.17446064696874,14,Clay,2,0,Successful
P0336,2020,Lianga,687,710,0.6320555776860276,203293,2629,25.94432444276501,7,Loam,3,0,Successful
P0337,2023,Bunawan,5909,6610,0.49629265357015184,296601,2474,25.399334038011077,1,Peat,8,0,Failed
P0338,2020,Trento,2592,2034,0.6875729044480874,643215,954,31.82041513489333,9,Sandy,5,0,Moderate
P0339,2020,Trento,2630,1866,0.4331945394367559,462771,2245,27.239254960468443,6,Sandy,3,1,Moderate
P0340,2019,Lianga,5742,6256,0.880713333647316,2500000,2233,25.98044026846094,8,Loam,3,0,Successful
P0341,2019,Barobo,9049,9092,0.5903373955631475,787231,2068,24.086531032425064,3,Loam,3,0,Moderate
P0342,2016,Hinatuan,6147,6453,0.5227028488055911,1571325,2275,32.85235371649247,0,Silt,6,0,Moderate
P0343,2022,San Francisco,5685,6361,0.6976064513028001,858383,2287,24.276298531975783,4,Peat,2,0,Successful
P0344,2022,Veruela,6276,6912,0.46370686582609777,1173931,1937,28.646123701764125,8,Peat,3,1,Moderate
P0345,2025,Rosario,8413,9931,0.98,2500000,2271,29.781550806351103,4,Silt,0,0,Successful
P0346,2015,Lanuza,8047,7789,0.5500819382748979,1573178,2582,29.554292332507742,13,Peat,2,1,Moderate
P0347,2022,Trento,8323,7858,0.6438556001837752,255547,2251,28.35086422001952,10,Peat,1,0,Moderate
P0348,2019,Lianga,7855,7076,0.7009100618332447,833762,2532,23.24583535428146,7,Sandy,1,0,Successful
P0349,2016,Lianga,6965,5410,0.7020147053778362,777035,1637,25.47568791058179,0,Peat,3,0,Successful
P0350,2016,Veruela,1997,1969,0.6798381771099931,829229,1772,28.969500845106307,2,Loam,3,0,Moderate
P0351,2020,Hinatuan,3055,2561,0.38805085461381617,965730,2539,26.53206482503251,1,Sandy,2,0,Moderate
P0352,2025,Veruela,5909,6858,0.261870072493262,167157,1822,30.50839864999692,2,Loam,4,0,Failed
P0353,2023,Talacogon,3451,3421,0.5540832893286679,600501,2395,30.204358522037854,2,Loam,2,0,Moderate
P0354,2015,Hinatuan,1738,1731,0.7911372601840053,225645,3459,29.906257214500254,6,Silt,0,0,Successful
P0355,2020,Talacogon,9665,8480,0.7620906714983844,2500000,3023,24.434551605468293,5,Peat,0,1,Successful
P0356,2023,San Francisco,5227,3794,0.5974983737315108,388649,2055,33.99161513744738,1,Peat,4,1,Moderate
P0357,2022,Lingig,4465,3196,0.8492855755817812,1059610,2093,29.418698361385328,7,Peat,0,0,Successful
P0358,2025,Cagwait,6186,5639,0.6381565054551197,451797,467,28.49571461582734,2,Peat,3,0,Moderate
P0359,2020,Cagwait,9742,7231,0.18198746678650427,701199,1698,32.7238414576916,4,Sandy,4,3,Failed
P0360,2017,San Francisco,4201,4215,0.5159013882485444,85825,1804,34.41351942999994,4,Clay,2,0,Moderate
P0361,2022,Bunawan,3280,3740,0.8994762861876938,1001611,2634,23.903199747357824,14,Loam,1,0,Successful
P0362,2023,Lingig,7898,9015,0.6573576625088647,526503,1907,27.936843393771618,2,Clay,4,1,Moderate
P0363,2015,Hinatuan,2088,2149,0.38525686582227237,405904,1807,22.55392085031668,3,Clay,3,1,Moderate
P0364,2023,San Francisco,2868,2310,0.5921775880422643,2180006,932,28.98162883162006,12,Clay,5,1,Moderate
P0365,2020,Bislig,6289,7115,0.05,161944,1236,30.913485604812852,6,Sandy,6,5,Failed
P0366,2020,Veruela,936,1069,0.784693490206037,1855632,2685,27.4020947113931,8,Clay,0,0,Successful
P0367,2018,Barobo,3328,2656,0.5856873823444368,386825,2829,28.363666072504227,0,Sandy,5,0,Failed
P0368,2015,Cagwait,2056,2197,0.1872950195823419,766169,1741,24.87621370952919,0,Silt,5,1,Failed
P0369,2024,Hinatuan,8070,6805,0.6965676954508419,607375,2596,28.433834208529422,6,Silt,0,0,Successful
P0370,2022,Lanuza,7980,8788,0.8564029781572859,577777,2971,31.13858620978831,8,Silt,2,0,Successful
P0371,2016,Bislig,9996,11981,0.6257198484790354,2396342,1913,26.02245386066642,7,Sandy,2,0,Successful
P0372,2015,Rosario,682,487,0.7167244970114961,1413679,2620,28.600149822557864,6,Sandy,1,0,Successful
P0373,2016,Lingig,7690,8833,0.8396441137581753,316086,1955,23.579639216449873,0,Loam,0,0,Successful
P0374,2015,Lianga,7187,7268,0.47388569827727167,381005,2518,29.643032659231284,3,Clay,1,1,Moderate
P0375,2015,San Francisco,6065,7197,0.7564030012789029,1371241,2490,26.516544255638358,11,Peat,1,0,Successful
P0376,2023,Barobo,7741,7218,0.8544185710315035,1954566,2579,25.593955123492712,16,Peat,1,0,Successful
P0377,2015,Lianga,8151,9159,0.3790164516951186,185844,1330,28.099090896959673,1,Clay,3,2,Failed
P0378,2018,Hinatuan,6075,4442,0.8066818396295402,125663,2824,26.515971044917475,1,Peat,1,0,Successful
P0379,2024,Trento,2089,1812,0.27252288090219456,437818,3050,30.956083289231337,1,Peat,4,3,Failed
P0380,2020,Bunawan,9351,6859,0.8170061115268956,400920,1795,24.219591997011207,8,Peat,1,1,Successful
P0381,2021,Trento,659,782,0.7676267319900244,226050,2196,26.507211671080366,4,Sandy,1,0,Successful
P0382,2016,Bunawan,7055,7820,0.6049366731910942,86057,2138,28.39632055500213,0,Sandy,3,1,Moderate
P0383,2020,Talacogon,9703,10928,0.4903681569858427,1066318,2471,25.752401938670353,5,Sandy,1,0,Moderate
P0384,2021,Lingig,8744,10221,0.2944403435868643,327418,1464,34.491663004187544,2,Clay,3,3,Failed
P0385,2024,Lianga,7346,5454,0.43120506489375837,481113,300,26.366261299846645,2,Silt,1,1,Moderate
P0386,2024,Bunawan,2807,2506,0.31509893459912697,845225,2615,28.326407715916275,2,Peat,4,1,Failed
P0387,2016,Cortes,1728,1270,0.6988999136371156,1669430,2856,25.054230125443755,16,Loam,0,0,Successful
P0388,2016,Cagwait,7726,6222,0.6685953549838006,2500000,1354,31.996200217845292,2,Sandy,0,0,Successful
P0389,2024,Cortes,6090,4961,0.3562125606997544,118063,1435,31.382263071498706,2,Loam,8,3,Failed
P0390,2021,Lingig,7419,6933,0.3497835686200724,291021,2740,27.658519984390896,4,Peat,4,2,Failed
P0391,2015,Cortes,6085,5076,0.42960232289280015,103616,2668,32.76557889714992,0,Silt,4,0,Failed
P0392,2022,Loreto,9727,7300,0.4982649316509882,479771,2563,29.001746735722197,2,Loam,1,2,Moderate
P0393,2025,Cagwait,6546,5130,0.8208052846836756,837022,2294,28.143133552778753,18,Peat,3,0,Successful
P0394,2017,Bislig,5445,4212,0.3971116601183129,472984,1849,29.13880697811887,1,Peat,1,2,Failed
P0395,2025,Barobo,8427,9998,0.8244773807831595,1051161,2321,25.626460032607568,3,Sandy,0,0,Successful
P0396,2020,Bunawan,7516,8114,0.2044084844077001,471849,2476,30.844415247636505,0,Silt,3,2,Failed
P0397,2023,Bunawan,8258,9776,0.34091088751796644,501065,1274,28.637281925011024,6,Peat,2,4,Failed
P0398,2020,Bislig,5586,5138,0.5936968355265594,2500000,1516,33.04188907393776,12,Silt,1,1,Moderate
P0399,2023,Lianga,9956,8354,0.32100498536711186,238514,2406,26.82677223689224,3,Sandy,5,4,Failed
P0400,2021,Lianga,7661,8420,0.05,156396,1773,33.840391932137365,5,Loam,4,1,Failed
P0401,2023,Lingig,2384,2057,0.796048962397348,1228842,3227,27.221702878005498,24,Clay,0,1,Successful
P0402,2016,Cortes,2309,1961,0.6297543455156139,171234,1397,30.747714335052766,0,Clay,4,1,Failed
P0403,2022,Lingig,3667,2993,0.5067952877491622,1798369,1967,30.582894416573588,8,Clay,2,0,Moderate
P0404,2022,Bislig,6852,5240,0.21806920630025503,243934,1246,28.424376762488908,0,Silt,5,2,Failed
P0405,2016,Lingig,9509,7875,0.8173348559711399,656271,2404,29.66062096174659,6,Clay,2,0,Successful
P0406,2018,Hinatuan,6556,5753,0.36373294946532003,214047,912,23.231140361547055,2,Loam,5,6,Failed
P0407,2025,Cagwait,2937,3045,0.8992735165416414,1779313,2107,25.70002616694515,17,Peat,0,0,Successful
P0408,2021,Cortes,6968,5095,0.6542131844091112,897874,1538,25.189842981647338,5,Silt,0,0,Successful
P0409,2025,Trento,9580,7714,0.42239323536049894,190599,2216,26.866234969070597,1,Loam,4,2,Failed
P0410,2018,Loreto,6451,7125,0.8390422061251464,2500000,2829,26.962612904802622,7,Silt,0,0,Successful
P0411,2018,Lanuza,5776,4467,0.7657853463059454,526363,1361,28.464374920454237,11,Silt,1,0,Successful
P0412,2020,Rosario,9359,8154,0.3674162245090366,306081,2600,31.756649996248264,2,Silt,1,2,Failed
P0413,2024,Loreto,8318,9418,0.46412404742377,482184,3298,30.60219189300102,5,Sandy,9,1,Failed
P0414,2020,Lianga,5228,4064,0.6546778456034141,176522,2027,26.83576633776613,1,Peat,2,1,Moderate
P0415,2024,Barobo,3124,2316,0.4128376825511526,823499,1615,29.422541094562916,11,Clay,3,1,Moderate
P0416,2017,Lanuza,6238,5877,0.6484189824106582,262329,3694,28.810714237127126,3,Sandy,5,0,Moderate
P0417,2023,Talacogon,4732,4027,0.7735311394967482,1931638,1608,29.84014041984004,10,Peat,0,0,Successful
P0418,2024,San Francisco,6293,6177,0.7872874098015515,485831,2412,29.44234175732879,10,Clay,1,1,Successful
P0419,2025,Barobo,5023,5534,0.5587836389202033,970545,2107,28.57619103480157,10,Sandy,7,0,Moderate
P0420,2016,Cortes,6071,4666,0.2989659815682436,679960,2607,27.756867484596857,1,Sandy,2,1,Failed
P0421,2020,Bunawan,9510,9418,0.48683904959498914,564533,2015,28.3676246104198,1,Loam,2,3,Failed
P0422,2021,Hinatuan,9798,9335,0.30827948562111035,358093,1500,28.625526600904916,2,Sandy,5,1,Failed
P0423,2023,Hinatuan,2724,2103,0.6680453871616832,848279,1829,26.71183416520936,7,Silt,0,0,Successful
P0424,2017,Bislig,8889,8995,0.5027764172836325,370736,1794,29.170126068974383,2,Sandy,4,0,Moderate
P0425,2024,Barobo,6591,5515,0.7978694716810476,2500000,1795,29.287935975320146,4,Silt,1,0,Successful
P0426,2017,Bislig,9162,8648,0.6975057741156461,338786,2028,28.372203267461558,7,Peat,3,1,Moderate
P0427,2021,Bunawan,6861,5084,0.62237136219386,265707,1661,28.54031196975118,5,Peat,4,0,Moderate
P0428,2018,Cortes,2448,2276,0.20092506097541385,486934,903,30.35826576250001,0,Silt,2,0,Failed
P0429,2022,Barobo,7594,6479,0.98,550783,3153,26.21023671716915,2,Loam,0,0,Successful
P0430,2021,San Francisco,6818,7576,0.806477531097798,490445,2101,25.18651935589261,6,Loam,1,0,Successful
P0431,2019,Rosario,4296,3129,0.9075390737999015,340244,1639,23.111405256723224,12,Peat,0,0,Successful
P0432,2021,San Francisco,734,667,0.2987599792991879,212347,1699,28.26212660480782,3,Sandy,8,4,Failed
P0433,2017,Lanuza,9620,8939,0.614003109364654,535765,2041,29.682863633169468,3,Peat,2,2,Moderate
P0434,2016,San Francisco,4107,4363,0.8639468504518405,1225976,1352,25.742721404901083,15,Peat,1,0,Successful
P0435,2020,Hinatuan,8543,8433,0.9018194711754256,2137567,2598,26.90548240643515,7,Silt,2,0,Successful
P0436,2016,Lanuza,1022,1056,0.676884196645387,853664,1371,29.666078218530792,3,Loam,2,2,Moderate
P0437,2017,San Francisco,6404,6970,0.8672197000072979,875177,3426,28.801723741056673,10,Silt,0,0,Successful
P0438,2020,Rosario,5388,6094,0.2758878576328248,258992,2114,27.3011678695849,1,Peat,3,1,Failed
P0439,2019,Barobo,6332,5426,0.48139047496527265,842707,1760,30.992648391134104,11,Clay,0,1,Moderate
P0440,2022,Rosario,7622,7385,0.8132607510324198,2500000,1952,30.318375223388713,14,Sandy,0,0,Successful
P0441,2023,Lianga,6342,7103,0.873312807234107,1119306,2337,24.6753753569536,0,Peat,1,0,Successful
P0442,2025,Bunawan,1816,2169,0.288819101891275,214369,2167,27.940407825897115,5,Silt,4,2,Failed
P0443,2017,Rosario,1624,1859,0.8865171965714387,474945,2384,30.47772670786548,3,Clay,0,0,Successful
P0444,2024,Lanuza,6121,5421,0.925261674548618,339847,2269,27.132866196861748,6,Clay,0,0,Successful
P0445,2017,Rosario,5923,4724,0.19171507132972124,487263,1835,24.450555131370372,0,Peat,6,1,Failed
P0446,2017,Lianga,3087,2916,0.2028311014685208,456080,1437,26.500796238168284,1,Loam,3,1,Failed
P0447,2020,Bislig,9715,10403,0.3003474917532529,455870,1594,29.376575937068797,4,Clay,1,2,Failed
P0448,2015,Lanuza,6172,5840,0.3630657735464875,272091,548,27.092393374288495,0,Sandy,3,2,Failed
P0449,2021,Lianga,1878,1768,0.7275432986232949,2500000,2984,26.466440573408896,8,Silt,1,0,Successful
P0450,2015,Hinatuan,3874,4335,0.9152202678867145,698442,2579,27.580990534208947,13,Silt,2,0,Successful
P0451,2019,Trento,2019,1778,0.3793693606125832,606203,1335,33.65563651008682,7,Silt,6,0,Failed
P0452,2024,Trento,6277,7092,0.5547336457888887,553873,3139,27.77386520943053,9,Peat,1,1,Moderate
P0453,2022,Talacogon,8435,7620,0.37769085713577677,362142,2052,31.181354498931896,12,Silt,0,1,Moderate
P0454,2018,San Francisco,6593,5697,0.135785785700149,461069,1178,33.571900405091924,1,Silt,4,1,Failed
P0455,2019,Bunawan,8918,8266,0.8081009250281806,1396425,2914,31.08577417338019,8,Sandy,1,0,Successful
P0456,2018,Veruela,5855,6330,0.29408852486141973,748972,2238,29.21188648346392,2,Loam,1,0,Moderate
P0457,2018,Loreto,5468,4172,0.8812637409644072,1080758,2636,22.591777130402566,14,Peat,2,0,Successful
P0458,2022,Lianga,9583,7649,0.5310215386753216,554229,1744,29.65206216350966,0,Peat,1,1,Moderate
P0459,2016,Bislig,6074,7141,0.98,2500000,2670,30.120999719533852,35,Silt,1,0,Successful
P0460,2015,Loreto,4572,3601,0.98,2500000,2242,27.297332236411457,4,Sandy,2,0,Successful
P0461,2017,Bislig,2757,2712,0.7618550930752483,1785495,2733,31.861459675188122,15,Clay,1,0,Successful
P0462,2023,Hinatuan,9088,8994,0.5372395596962423,620922,857,30.649583903668645,0,Silt,5,3,Moderate
P0463,2018,Cagwait,4924,4652,0.6694697816802436,1239509,1739,29.92068344288196,2,Silt,2,2,Moderate
P0464,2024,Cagwait,3737,3820,0.7543807131901645,847818,3033,31.215951778014595,2,Peat,0,2,Moderate
P0465,2019,Cagwait,4393,3579,0.09067593195895762,304022,1339,30.833424628152194,0,Peat,9,3,Failed
P0466,2016,Loreto,2505,2445,0.6013624534645313,802315,2037,21.267973751511615,4,Silt,1,1,Successful
P0467,2018,Lingig,2516,2229,0.7177965194445619,952890,2131,26.252152621324086,6,Peat,2,0,Successful
P0468,2016,Lianga,9888,10192,0.401583261644341,51240,1071,32.99292006811963,0,Sandy,2,2,Failed
P0469,2016,Veruela,2272,1750,0.8296873590507597,1195290,1075,25.48102164975426,13,Clay,0,0,Successful
P0470,2018,Loreto,8853,8724,0.4697680036977391,211537,1661,29.441318736907654,1,Clay,7,1,Failed
P0471,2020,Lianga,4476,3547,0.6600302471634691,2500000,2481,24.887909215242324,3,Clay,1,0,Successful
P0472,2021,Rosario,2251,1889,0.05,302522,1768,34.459806488004425,8,Silt,3,2,Failed
P0473,2024,Hinatuan,9467,7662,0.8658014195302146,410343,2313,31.70373114354504,9,Silt,2,0,Successful
P0474,2017,Veruela,7930,6275,0.20405252178486716,287840,1825,27.790327762148177,1,Silt,4,3,Failed
P0475,2017,Cagwait,7670,8535,0.3077814562733635,264006,2613,28.86824500097271,1,Sandy,2,0,Moderate
P0476,2024,Lanuza,6969,5873,0.34030892443431343,421885,1685,28.298764880589882,0,Clay,3,3,Failed
P0477,2020,Hinatuan,9631,11206,0.8593175688218677,1272651,2055,29.037361597578446,3,Peat,0,0,Successful
P0478,2017,Bislig,3720,4408,0.5353531441454468,1192718,1831,29.774207693105822,3,Peat,3,1,Moderate
P0479,2016,Cagwait,1039,1024,0.2559012259344515,172528,2147,32.02926392903316,0,Loam,4,4,Failed
P0480,2022,Trento,1961,1512,0.5308765321424913,585268,2847,29.32979611926972,4,Loam,2,0,Moderate
P0481,2019,San Francisco,5684,5043,0.5055300685119061,211313,1623,35.83851551597117,8,Peat,0,0,Moderate
P0482,2015,Trento,9047,9941,0.38823434656718003,977133,2059,25.930190587473152,4,Clay,5,0,Moderate
P0483,2017,Cagwait,734,648,0.46423831876114824,848392,2203,24.223491613908713,5,Silt,0,0,Moderate
P0484,2024,Hinatuan,2048,1522,0.6125535886016578,833428,1404,27.517274498246348,0,Peat,5,0,Moderate
P0485,2022,Veruela,7980,7807,0.5886014249651801,571065,2012,24.58002933609933,0,Peat,1,0,Moderate
P0486,2018,Lanuza,4713,5290,0.34352837283535487,403927,920,26.268844324985018,8,Loam,5,0,Failed
P0487,2021,Bislig,2173,2385,0.6804851518146621,2500000,1338,24.996713364505084,3,Clay,3,0,Successful
P0488,2024,Lingig,7208,5676,0.7618496837864334,813812,2620,25.19452773642093,9,Peat,0,0,Successful
P0489,2016,Lanuza,8482,8790,0.05,329813,1569,27.613454745124848,1,Silt,3,2,Failed
P0490,2021,Loreto,2600,2106,0.34498673294395454,142543,1921,31.29554737611353,1,Silt,5,5,Failed
P0491,2019,Barobo,4248,3437,0.7214629249376281,299787,1989,27.234527347286658,6,Sandy,4,0,Moderate
P0492,2019,Bislig,3673,4176,0.37310414415494736,614347,1414,28.0512135628188,7,Silt,0,0,Moderate
P0493,2020,Cagwait,2315,1909,0.7214072326682245,2411275,2372,29.735581936252338,5,Peat,0,0,Successful
P0494,2023,Loreto,4341,3610,0.812910677871013,832089,1660,25.584193688046433,10,Peat,0,1,Successful
P0495,2020,Barobo,8516,5963,0.700341116131298,477426,2834,27.838635253238195,7,Silt,4,1,Moderate
P0496,2022,Lianga,7511,8527,0.7351775383699851,741045,1586,28.41439996523229,16,Loam,0,1,Successful
